Date,Name,Ticker,Fiscal,Actual,Consensus,Surprise
2013-05-16 20:58:00,APPLIED MATERIALS,AMAT,Q2 13 ,0.16,0.13,23.1
2013-05-16 21:01:00,AUTODESK INC,ADSK,Q1 14 ,0.42,0.446,-5.8
2013-05-21 21:00:00,INTUIT INC,INTU,Q3 13 ,2.97,2.926,1.5
2013-05-21 21:01:00,"NETAPP, INC.",NTAP,Q4 13 ,0.69,0.679,1.6
2013-05-21 21:01:00,ANALOG DEVICES CMN,ADI,Q2 13 ,0.52,0.523,-0.6
2013-05-22 21:05:00,"WORKDAY, INC.",WDAY,Q1 14 ,-0.15,-0.183,18.0
2013-05-22 21:05:00,"SYNOPSYS, INC.",SNPS,Q2 13 ,0.66,0.632,4.4
2013-05-23 12:29:00,DOLLAR TREE INC,DLTR,Q1 14 ,0.59,0.571,3.3
2013-05-23 21:00:00,"ROSS STORES, INC.",ROST,Q1 14 ,0.54,0.54,-0.9
2013-05-29 21:05:00,BROADCOM INC.,AVGO,Q2 13 ,0.61,0.582,4.8
2013-05-30 08:01:00,COSTCO WHOLESALE,COST,Q3 13 ,1.04,,
2013-05-30 21:02:00,SPLUNK,SPLK,Q1 14 ,-0.06,-0.056,-7.1
2013-05-31 12:25:00,COPART,CPRT,Q3 13 ,0.21,0.249,-17.7
2013-06-11 21:00:00,"ULTA BEAUTY, INC.",ULTA,Q1 14 ,0.65,0.619,5.0
2013-06-18 21:05:00,ADOBE INC.,ADBE,Q2 13 ,0.36,0.347,3.7
2013-06-19 21:04:00,MICRON TECHNOLOGY,MU,Q3 13 ,0.04,0.036,11.1
2013-06-25 12:30:00,WALGREENS BTS ALN CM,WBA,Q3 13 ,0.85,0.906,-6.2
2013-06-26 21:01:00,"PAYCHEX, INC.",PAYX,Q4 13 ,0.38,0.375,1.3
2013-07-10 11:50:00,FASTENAL CO,FAST,Q2 13 ,0.21,0.204,0.5
2013-07-15 21:15:00,CINTAS CORP,CTAS,Q4 13 ,0.69,0.7,-1.4
2013-07-16 21:02:00,CSX,CSX,Q2 13 ,0.52,0.474,9.7
2013-07-17 21:01:00,INTEL CORP,INTC,Q2 13 ,0.41,0.417,-2.8
2013-07-17 21:15:00,EBAY INC.,EBAY,Q2 13 ,0.63,0.634,-0.6
2013-07-17 21:20:00,"XILINX, INC.",XLNX,Q1 14 ,0.56,0.472,18.6
2013-07-18 13:00:00,AMERICAN AIRLINES GP,AAL,Q2 13 ,0.92,0.8,15.0
2013-07-18 21:00:00,ALPHABET CL A CMN,GOOGL,Q2 13 ,3.78,4.502,-16.1
2013-07-18 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q2 13 ,0.36,0.276,30.4
2013-07-18 21:01:00,MICROSOFT CORP,MSFT,Q4 13 ,0.66,0.747,-11.6
2013-07-18 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q2 13 ,1.51,1.413,6.5
2013-07-18 21:15:00,ADV MICRO DEVICES,AMD,Q2 13 ,-0.09,-0.124,27.4
2013-07-18 21:30:00,SKYWORKS SOLUTIONS,SWKS,Q3 13 ,0.54,0.533,1.3
2013-07-22 21:05:00,"NETFLIX, INC.",NFLX,Q2 13 ,0.07,0.057,22.8
2013-07-22 21:30:00,TEXAS INSTRUMENTS,TXN,Q2 13 ,0.42,0.412,1.9
2013-07-23 12:00:00,IDEXX LABORATORIES,IDXX,Q2 13 ,0.5,0.486,1.9
2013-07-23 13:00:00,PACCAR INC.,PCAR,Q2 13 ,0.82,0.745,10.1
2013-07-23 21:05:00,"ILLUMINA, INC.",ILMN,Q2 13 ,0.43,0.394,9.1
2013-07-23 21:05:00,ELECTRONIC ARTS INC,EA,Q1 14 ,-0.4,-0.602,33.6
2013-07-23 21:30:00,APPLE INC.,AAPL,Q3 13 ,1.07,1.046,2.0
2013-07-24 12:00:00,PEPSICO INC,PEP,Q2 13 ,1.22,1.188,2.9
2013-07-24 21:00:00,QUALCOMM INC,QCOM,Q3 13 ,1.03,1.031,-0.1
2013-07-24 21:05:00,CADENCE DESIGN SYS,CDNS,Q2 13 ,0.21,0.203,3.4
2013-07-24 21:05:00,CITRIX SYSTEMS INC,CTXS,Q2 13 ,0.66,0.63,4.8
2013-07-24 21:05:00,FACEBOOK INC,FB,Q2 13 ,0.13,0.088,47.7
2013-07-24 21:15:00,COSTAR GROUP,CSGP,Q2 13 ,0.61,0.521,17.1
2013-07-24 21:15:00,WESTERN DIGITAL CP,WDC,Q4 13 ,1.96,1.805,8.6
2013-07-24 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q2 13 ,1.58,1.498,5.5
2013-07-25 11:30:00,ALEXION PHARM INC,ALXN,Q2 13 ,0.73,0.679,7.5
2013-07-25 12:00:00,BIOGEN INC CMN,BIIB,Q2 13 ,2.3,1.936,18.8
2013-07-25 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q2 13 ,0.02,0.022,-9.1
2013-07-25 12:30:00,UNITED AIRLNS HLD CM,UAL,Q2 13 ,1.35,1.351,-0.1
2013-07-25 21:00:00,MAXIM INTEGRATED,MXIM,Q4 13 ,0.44,0.469,-6.2
2013-07-25 21:00:00,BIOMARIN PHARMACEUT,BMRN,Q2 13 ,-0.15,-0.287,47.7
2013-07-25 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q2 13 ,0.64,0.81,-21.0
2013-07-25 21:01:00,AMAZON.COM INC,AMZN,Q2 13 ,-0.02,0.059,-133.9
2013-07-25 21:01:00,CERNER CORP,CERN,Q2 13 ,0.17,0.34,-50.0
2013-07-25 21:05:00,"VERISIGN, INC.",VRSN,Q2 13 ,0.58,0.548,5.8
2013-07-25 21:05:00,STARBUCKS CORP,SBUX,Q3 13 ,0.28,0.269,2.2
2013-07-25 21:05:00,"GILEAD SCIENCES, INC",GILD,Q2 13 ,0.5,0.5,0.0
2013-07-25 21:15:00,KLA CP CMN STK,KLAC,Q4 13 ,0.82,0.791,3.7
2013-07-29 21:00:00,VERTEX PHARMACEUTIC,VRTX,Q2 13 ,-0.03,-0.062,51.6
2013-07-30 21:01:00,"FISERV, INC.",FISV,Q2 13 ,0.31,0.361,-14.8
2013-07-30 21:02:00,AMGEN,AMGN,Q2 13 ,1.89,1.743,8.4
2013-07-30 21:05:00,TAKE-TWO INTERACTI,TTWO,Q1 14 ,-0.54,-0.563,4.1
2013-07-30 21:15:00,VERISK ANALYTICS INC,VRSK,Q2 13 ,0.55,0.529,4.0
2013-07-31 12:00:00,COMCAST CORP A,CMCSA,Q2 13 ,0.33,0.318,2.2
2013-07-31 13:00:00,EXCELON,EXC,Q2 13 ,0.53,0.544,-2.6
2013-07-31 21:05:00,LAM RESEARCH CORP,LRCX,Q4 13 ,0.8,,
2013-07-31 21:05:00,SEATTLE GENETICS,SGEN,Q2 13 ,-0.06,-0.205,70.7
2013-07-31 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q1 14 ,0.57,0.54,5.6
2013-07-31 21:30:00,MARRIOTT INT CL A CM,MAR,Q2 13 ,0.57,0.57,0.0
2013-08-01 12:00:00,XCEL ENERGY CMN,XEL,Q2 13 ,0.4,0.392,2.0
2013-08-01 12:00:00,INCYTE CORPORATION,INCY,Q2 13 ,0.05,0.082,-39.0
2013-08-01 12:09:00,ANSYS,ANSS,Q2 13 ,0.77,0.714,7.8
2013-08-01 12:30:00,AUTOMATIC DATA PROCS,ADP,Q4 13 ,0.56,0.572,-2.1
2013-08-01 21:05:00,ACTIVISION BLIZZARD,ATVI,Q2 13 ,0.08,0.08,0.0
2013-08-06 07:30:00,REGENERON PHARMACEUT,REGN,Q2 13 ,1.73,1.745,-0.9
2013-08-06 11:00:00,COGNIZANT TECH SOL,CTSH,Q2 13 ,0.54,0.532,0.6
2013-08-06 13:00:00,CHARTER COMMUNICATIO,CHTR,Q2 13 ,-0.49,0.356,-236.7
2013-08-07 21:02:00,MONDELEZ INTL CMN A,MDLZ,Q2 13 ,0.37,0.341,8.5
2013-08-07 21:06:00,"TESLA, INC.",TSLA,Q2 13 ,0.2,-0.195,202.6
2013-08-08 06:00:00,T-MOBILE,TM,Q2 13 ,0.03,0.069,-56.5
2013-08-08 21:00:00,BOOKING HOLDINGS INC,BKNG,Q2 13 ,8.82,9.433,-6.5
2013-08-08 21:10:00,MONSTER BEVERAGE CP,MNST,Q2 13 ,0.21,0.214,-0.3
2013-08-08 21:20:00,NVIDIA CORPORATION,NVDA,Q2 14 ,0.23,0.187,23.0
2013-08-12 11:00:00,CDW,CDW,Q2 13 ,0.37,,
2013-08-14 21:01:00,"NETAPP, INC.",NTAP,Q1 14 ,0.53,0.492,7.7
2013-08-14 21:05:00,CISCO SYSTEMS INC,CSCO,Q4 13 ,0.52,0.512,1.6
2013-08-15 21:03:00,APPLIED MATERIALS,AMAT,Q3 13 ,0.18,0.191,-5.8
2013-08-20 21:03:00,INTUIT INC,INTU,Q4 13 ,0.0,-0.005,100.0
2013-08-20 21:07:00,ANALOG DEVICES CMN,ADI,Q3 13 ,0.57,0.544,4.8
2013-08-21 21:05:00,"SYNOPSYS, INC.",SNPS,Q3 13 ,0.55,0.54,1.9
2013-08-22 12:33:00,DOLLAR TREE INC,DLTR,Q2 14 ,0.56,0.572,-2.1
2013-08-22 21:00:00,"ROSS STORES, INC.",ROST,Q2 14 ,0.49,0.468,4.7
2013-08-22 21:01:00,AUTODESK INC,ADSK,Q2 14 ,0.45,0.42,7.1
2013-08-27 21:02:00,"WORKDAY, INC.",WDAY,Q2 14 ,-0.13,-0.178,27.0
2013-08-27 21:05:00,BROADCOM INC.,AVGO,Q3 13 ,0.74,0.661,12.0
2013-08-29 21:03:00,SPLUNK,SPLK,Q2 14 ,-0.01,-0.028,64.3
2013-09-12 21:00:00,"ULTA BEAUTY, INC.",ULTA,Q2 14 ,0.7,0.666,5.1
2013-09-17 21:05:00,ADOBE INC.,ADBE,Q3 13 ,0.32,0.349,-8.3
2013-09-19 21:15:00,CINTAS CORP,CTAS,Q1 14 ,0.63,0.631,-0.2
2013-09-24 22:42:00,COPART,CPRT,Q4 13 ,0.16,0.2,-20.0
2013-09-30 21:01:00,"PAYCHEX, INC.",PAYX,Q1 14 ,0.44,0.432,1.9
2013-10-01 12:30:00,WALGREENS BTS ALN CM,WBA,Q4 13 ,0.73,0.727,0.4
2013-10-09 08:01:00,COSTCO WHOLESALE,COST,Q4 13 ,1.4,1.462,-4.2
2013-10-09 11:50:00,FASTENAL CO,FAST,Q3 13 ,0.2,0.208,-3.8
2013-10-10 21:08:00,MICRON TECHNOLOGY,MU,Q4 13 ,0.21,0.282,-25.5
2013-10-15 21:03:00,CSX,CSX,Q3 13 ,0.46,0.425,8.2
2013-10-15 21:05:00,INTEL CORP,INTC,Q3 13 ,0.59,0.544,9.2
2013-10-16 12:00:00,PEPSICO INC,PEP,Q3 13 ,1.24,1.17,6.0
2013-10-16 21:15:00,EBAY INC.,EBAY,Q3 13 ,0.64,0.626,2.2
2013-10-16 21:20:00,"XILINX, INC.",XLNX,Q2 14 ,0.49,0.525,-6.7
2013-10-17 14:03:00,AMERICAN AIRLINES GP,AAL,Q3 13 ,1.37,1.335,2.6
2013-10-17 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q3 13 ,0.4,0.301,32.9
2013-10-17 21:00:00,ALPHABET CL A CMN,GOOGL,Q3 13 ,4.36,4.225,3.1
2013-10-17 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q3 13 ,1.33,1.133,17.4
2013-10-17 21:15:00,ADV MICRO DEVICES,AMD,Q3 13 ,0.04,0.022,81.8
2013-10-21 21:05:00,"ILLUMINA, INC.",ILMN,Q3 13 ,0.45,0.401,12.2
2013-10-21 21:05:00,"NETFLIX, INC.",NFLX,Q3 13 ,0.07,0.067,10.9
2013-10-21 21:30:00,TEXAS INSTRUMENTS,TXN,Q3 13 ,0.56,0.531,5.5
2013-10-22 12:00:00,IDEXX LABORATORIES,IDXX,Q3 13 ,0.43,0.416,3.4
2013-10-22 21:02:00,AMGEN,AMGN,Q3 13 ,1.94,1.775,9.3
2013-10-23 21:05:00,LAM RESEARCH CORP,LRCX,Q1 14 ,0.81,0.699,15.9
2013-10-23 21:05:00,CADENCE DESIGN SYS,CDNS,Q3 13 ,0.21,0.208,1.0
2013-10-23 21:05:00,CITRIX SYSTEMS INC,CTXS,Q3 13 ,0.7,0.687,1.9
2013-10-23 21:32:00,COSTAR GROUP,CSGP,Q3 13 ,0.71,0.625,13.6
2013-10-23 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q3 13 ,1.69,1.647,2.6
2013-10-24 11:00:00,XCEL ENERGY CMN,XEL,Q3 13 ,0.77,0.771,-0.1
2013-10-24 11:30:00,ALEXION PHARM INC,ALXN,Q3 13 ,0.83,0.792,4.8
2013-10-24 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q3 13 ,0.02,0.022,-9.1
2013-10-24 12:30:00,UNITED AIRLNS HLD CM,UAL,Q3 13 ,1.51,1.555,-2.9
2013-10-24 21:00:00,MAXIM INTEGRATED,MXIM,Q1 14 ,0.41,0.396,3.5
2013-10-24 21:01:00,CERNER CORP,CERN,Q3 13 ,0.35,0.355,-1.4
2013-10-24 21:03:00,MICROSOFT CORP,MSFT,Q1 14 ,0.62,0.542,14.4
2013-10-24 21:05:00,AMAZON.COM INC,AMZN,Q3 13 ,-0.09,-0.092,2.2
2013-10-24 21:05:00,"VERISIGN, INC.",VRSN,Q3 13 ,0.59,0.565,4.4
2013-10-24 21:15:00,WESTERN DIGITAL CP,WDC,Q1 14 ,2.12,2.053,3.3
2013-10-24 21:15:00,KLA CP CMN STK,KLAC,Q1 14 ,0.68,0.653,4.1
2013-10-24 22:01:00,BIOMARIN PHARMACEUT,BMRN,Q3 13 ,-0.38,-0.308,-23.4
2013-10-28 11:15:00,BIOGEN INC CMN,BIIB,Q3 13 ,2.05,2.088,-1.8
2013-10-28 20:30:00,APPLE INC.,AAPL,Q4 13 ,1.18,1.131,4.3
2013-10-29 12:00:00,PACCAR INC.,PCAR,Q3 13 ,0.87,0.853,2.0
2013-10-29 12:04:00,VERTEX PHARMACEUTIC,VRTX,Q3 13 ,-0.32,-0.157,-103.8
2013-10-29 20:01:00,"FISERV, INC.",FISV,Q3 13 ,0.39,0.374,4.3
2013-10-29 20:02:00,"GILEAD SCIENCES, INC",GILD,Q3 13 ,0.52,0.482,7.9
2013-10-29 20:03:00,ELECTRONIC ARTS INC,EA,Q2 14 ,0.33,0.121,172.7
2013-10-29 20:05:00,TAKE-TWO INTERACTI,TTWO,Q2 14 ,2.49,1.683,48.0
2013-10-30 11:00:00,COMCAST CORP A,CMCSA,Q3 13 ,0.33,0.307,5.9
2013-10-30 11:30:00,AUTOMATIC DATA PROCS,ADP,Q1 14 ,0.68,0.658,3.3
2013-10-30 11:30:00,EXCELON,EXC,Q3 13 ,0.78,0.66,18.2
2013-10-30 20:00:00,"EXPEDIA GROUP, INC.",EXPE,Q3 13 ,1.43,1.358,5.3
2013-10-30 20:03:00,STARBUCKS CORP,SBUX,Q4 13 ,0.3,0.283,6.0
2013-10-30 20:05:00,FACEBOOK INC,FB,Q3 13 ,0.17,0.125,36.0
2013-10-30 20:30:00,SKYWORKS SOLUTIONS,SWKS,Q4 13 ,0.64,0.621,3.1
2013-10-30 20:30:00,MARRIOTT INT CL A CM,MAR,Q3 13 ,0.52,0.447,16.3
2013-10-30 20:31:00,MICROCHIP TECHNOLOGY,MCHP,Q2 14 ,0.63,0.599,5.2
2013-10-31 11:00:00,INCYTE CORPORATION,INCY,Q3 13 ,-0.13,-0.096,-35.4
2013-11-05 11:00:00,COGNIZANT TECH SOL,CTSH,Q3 13 ,0.56,0.552,2.4
2013-11-05 11:30:00,REGENERON PHARMACEUT,REGN,Q3 13 ,2.4,1.9,26.3
2013-11-05 12:00:00,T-MOBILE,TM,Q3 13 ,-0.05,0.041,-222.0
2013-11-05 13:00:00,CHARTER COMMUNICATIO,CHTR,Q3 13 ,-0.7,0.39,-278.7
2013-11-05 21:01:00,"TESLA, INC.",TSLA,Q3 13 ,0.12,0.096,25.0
2013-11-05 21:05:00,SEATTLE GENETICS,SGEN,Q3 13 ,-0.19,-0.222,14.4
2013-11-05 21:10:00,VERISK ANALYTICS INC,VRSK,Q3 13 ,0.62,0.6,3.3
2013-11-06 21:00:00,QUALCOMM INC,QCOM,Q4 13 ,1.05,1.082,-3.0
2013-11-06 21:02:00,MONDELEZ INTL CMN A,MDLZ,Q3 13 ,0.41,0.402,2.0
2013-11-06 21:05:00,ACTIVISION BLIZZARD,ATVI,Q3 13 ,0.08,0.035,128.6
2013-11-07 12:09:00,ANSYS,ANSS,Q3 13 ,0.83,0.749,10.8
2013-11-07 17:00:00,CDW,CDW,Q3 13 ,0.5,0.485,3.1
2013-11-07 21:01:00,BOOKING HOLDINGS INC,BKNG,Q3 13 ,15.72,16.218,-3.1
2013-11-07 21:05:00,MONSTER BEVERAGE CP,MNST,Q3 13 ,0.18,0.191,-4.0
2013-11-07 21:20:00,NVIDIA CORPORATION,NVDA,Q3 14 ,0.26,0.252,3.2
2013-11-13 21:01:00,"NETAPP, INC.",NTAP,Q2 14 ,0.66,0.626,5.4
2013-11-13 21:05:00,CISCO SYSTEMS INC,CSCO,Q1 14 ,0.53,0.505,5.0
2013-11-14 21:02:00,APPLIED MATERIALS,AMAT,Q4 13 ,0.19,0.181,5.0
2013-11-21 12:31:00,DOLLAR TREE INC,DLTR,Q3 14 ,0.58,0.597,-2.8
2013-11-21 21:00:00,"ROSS STORES, INC.",ROST,Q3 14 ,0.4,0.401,-0.2
2013-11-21 21:00:00,INTUIT INC,INTU,Q1 14 ,-0.06,-0.094,36.2
2013-11-21 21:01:00,AUTODESK INC,ADSK,Q3 14 ,0.41,0.389,5.4
2013-11-21 21:03:00,SPLUNK,SPLK,Q3 14 ,0.0,-0.007,100.0
2013-11-25 21:02:00,"WORKDAY, INC.",WDAY,Q3 14 ,-0.12,-0.174,31.0
2013-11-25 23:15:00,COPART,CPRT,Q1 14 ,0.16,0.171,-6.4
2013-11-26 21:01:00,ANALOG DEVICES CMN,ADI,Q4 13 ,0.62,0.582,6.5
2013-12-04 21:05:00,"SYNOPSYS, INC.",SNPS,Q4 13 ,0.56,0.553,1.3
2013-12-04 21:05:00,BROADCOM INC.,AVGO,Q4 13 ,0.89,0.808,10.1
2013-12-05 21:00:00,"ULTA BEAUTY, INC.",ULTA,Q3 14 ,0.72,0.741,-2.8
2013-12-11 08:01:00,COSTCO WHOLESALE,COST,Q1 14 ,0.96,1.024,-6.3
2013-12-12 21:05:00,ADOBE INC.,ADBE,Q4 13 ,0.32,0.333,-3.9
2013-12-18 21:01:00,"PAYCHEX, INC.",PAYX,Q2 14 ,0.43,0.424,1.4
2013-12-19 21:15:00,CINTAS CORP,CTAS,Q2 14 ,0.7,0.684,2.3
2013-12-20 12:30:00,WALGREENS BTS ALN CM,WBA,Q1 14 ,0.72,0.717,0.4
2014-01-07 21:07:00,MICRON TECHNOLOGY,MU,Q1 14 ,0.77,0.511,50.7
2014-01-15 11:50:00,FASTENAL CO,FAST,Q4 13 ,0.17,0.173,-4.6
2014-01-15 21:02:00,CSX,CSX,Q4 13 ,0.42,0.432,-2.8
2014-01-16 21:01:00,INTEL CORP,INTC,Q4 13 ,0.54,0.544,-1.0
2014-01-16 21:30:00,SKYWORKS SOLUTIONS,SWKS,Q1 14 ,0.67,0.661,1.4
2014-01-21 21:20:00,"XILINX, INC.",XLNX,Q3 14 ,0.61,0.538,13.4
2014-01-21 21:30:00,ADV MICRO DEVICES,AMD,Q4 13 ,0.06,0.056,7.1
2014-01-21 21:30:00,TEXAS INSTRUMENTS,TXN,Q4 13 ,0.46,0.464,-0.9
2014-01-22 21:05:00,"NETFLIX, INC.",NFLX,Q4 13 ,0.11,0.094,20.1
2014-01-22 21:15:00,WESTERN DIGITAL CP,WDC,Q2 14 ,2.19,2.084,5.1
2014-01-22 21:15:00,EBAY INC.,EBAY,Q4 13 ,0.81,0.804,0.7
2014-01-23 12:30:00,UNITED AIRLNS HLD CM,UAL,Q4 13 ,0.78,0.708,10.2
2014-01-23 21:00:00,MAXIM INTEGRATED,MXIM,Q2 14 ,0.36,0.397,-9.3
2014-01-23 21:03:00,STARBUCKS CORP,SBUX,Q1 14 ,0.35,0.348,-0.9
2014-01-23 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q4 13 ,1.43,1.34,6.5
2014-01-23 21:15:00,KLA CP CMN STK,KLAC,Q2 14 ,0.85,0.798,6.5
2014-01-23 22:30:00,MICROSOFT CORP,MSFT,Q2 14 ,0.78,0.684,14.0
2014-01-27 21:30:00,APPLE INC.,AAPL,Q1 14 ,2.07,2.009,3.1
2014-01-28 12:00:00,COMCAST CORP A,CMCSA,Q4 13 ,0.33,0.339,-2.7
2014-01-28 13:00:00,AMERICAN AIRLINES GP,AAL,Q4 13 ,0.59,0.552,6.9
2014-01-28 21:01:00,ELECTRONIC ARTS INC,EA,Q3 14 ,1.26,1.23,2.4
2014-01-28 21:02:00,AMGEN,AMGN,Q4 13 ,1.82,1.689,7.8
2014-01-28 21:05:00,"ILLUMINA, INC.",ILMN,Q4 13 ,0.45,0.443,1.6
2014-01-29 11:30:00,BIOGEN INC CMN,BIIB,Q4 13 ,2.33,2.277,2.3
2014-01-29 21:00:00,QUALCOMM INC,QCOM,Q1 14 ,1.26,1.176,7.1
2014-01-29 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q4 13 ,0.19,-0.332,157.2
2014-01-29 21:05:00,LAM RESEARCH CORP,LRCX,Q2 14 ,1.1,1.032,6.6
2014-01-29 21:05:00,CADENCE DESIGN SYS,CDNS,Q4 13 ,0.23,0.23,0.0
2014-01-29 21:05:00,CITRIX SYSTEMS INC,CTXS,Q4 13 ,1.04,0.978,6.3
2014-01-29 21:09:00,FACEBOOK INC,FB,Q4 13 ,0.2,0.198,1.0
2014-01-30 11:00:00,XCEL ENERGY CMN,XEL,Q4 13 ,0.3,0.287,4.5
2014-01-30 11:30:00,ALEXION PHARM INC,ALXN,Q4 13 ,0.87,0.841,3.4
2014-01-30 21:00:00,ALPHABET CL A CMN,GOOGL,Q4 13 ,4.96,5.068,-2.2
2014-01-30 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q4 13 ,0.51,0.429,18.9
2014-01-30 21:05:00,AMAZON.COM INC,AMZN,Q4 13 ,0.51,0.694,-26.5
2014-01-30 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q3 14 ,0.61,0.608,0.3
2014-01-31 13:00:00,PACCAR INC.,PCAR,Q4 13 ,0.94,0.927,1.4
2014-02-03 21:05:00,TAKE-TWO INTERACTI,TTWO,Q3 14 ,1.7,1.416,20.1
2014-02-04 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q4 13 ,0.01,0.024,-58.3
2014-02-04 12:00:00,IDEXX LABORATORIES,IDXX,Q4 13 ,0.41,0.404,1.5
2014-02-04 21:01:00,CERNER CORP,CERN,Q4 13 ,0.39,0.389,0.3
2014-02-04 21:05:00,"GILEAD SCIENCES, INC",GILD,Q4 13 ,0.55,0.507,8.5
2014-02-05 11:00:00,COGNIZANT TECH SOL,CTSH,Q4 13 ,0.57,0.571,0.7
2014-02-05 12:30:00,AUTOMATIC DATA PROCS,ADP,Q2 14 ,0.78,0.77,1.3
2014-02-05 21:01:00,"FISERV, INC.",FISV,Q4 13 ,0.4,0.408,-3.2
2014-02-05 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q4 13 ,1.4,1.323,5.8
2014-02-06 13:00:00,EXCELON,EXC,Q4 13 ,0.5,0.535,-6.5
2014-02-06 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q4 13 ,0.92,0.85,8.2
2014-02-06 21:04:00,ACTIVISION BLIZZARD,ATVI,Q4 13 ,0.79,0.73,8.2
2014-02-06 21:05:00,"VERISIGN, INC.",VRSN,Q4 13 ,0.65,0.596,9.1
2014-02-11 11:30:00,REGENERON PHARMACEUT,REGN,Q4 13 ,2.24,2.104,6.5
2014-02-11 21:05:00,SEATTLE GENETICS,SGEN,Q4 13 ,-0.13,-0.239,45.6
2014-02-12 12:00:00,INCYTE CORPORATION,INCY,Q4 13 ,-0.15,-0.13,-15.4
2014-02-12 21:01:00,MONDELEZ INTL CMN A,MDLZ,Q4 13 ,0.42,0.44,-4.5
2014-02-12 21:01:00,"NETAPP, INC.",NTAP,Q3 14 ,0.75,0.71,5.6
2014-02-12 21:02:00,APPLIED MATERIALS,AMAT,Q1 14 ,0.23,0.224,2.7
2014-02-12 21:05:00,CISCO SYSTEMS INC,CSCO,Q2 14 ,0.47,0.458,2.6
2014-02-12 21:20:00,NVIDIA CORPORATION,NVDA,Q4 14 ,0.32,0.243,31.7
2014-02-13 12:00:00,PEPSICO INC,PEP,Q4 13 ,1.05,1.004,4.6
2014-02-13 12:00:00,CDW,CDW,Q4 13 ,0.54,0.455,18.7
2014-02-18 21:05:00,ANALOG DEVICES CMN,ADI,Q1 14 ,0.49,0.486,0.8
2014-02-19 21:00:00,"TESLA, INC.",TSLA,Q4 13 ,0.33,0.258,27.9
2014-02-19 21:05:00,"SYNOPSYS, INC.",SNPS,Q1 14 ,0.59,0.52,13.5
2014-02-19 21:15:00,COSTAR GROUP,CSGP,Q4 13 ,0.78,0.736,6.0
2014-02-19 21:30:00,MARRIOTT INT CL A CM,MAR,Q4 13 ,0.49,0.494,-0.8
2014-02-20 21:00:00,INTUIT INC,INTU,Q2 14 ,0.02,0.016,25.0
2014-02-20 21:00:00,BOOKING HOLDINGS INC,BKNG,Q4 13 ,7.39,8.295,-10.9
2014-02-21 13:00:00,CHARTER COMMUNICATIO,CHTR,Q4 13 ,0.38,0.503,-25.2
2014-02-25 11:00:00,T-MOBILE,TM,Q4 13 ,0.02,-0.131,115.3
2014-02-25 21:05:00,BROADCOM INC.,AVGO,Q1 14 ,0.62,0.789,-21.4
2014-02-25 21:10:00,VERISK ANALYTICS INC,VRSK,Q4 13 ,0.56,0.554,1.1
2014-02-25 23:45:00,COPART,CPRT,Q2 14 ,0.18,0.186,-5.9
2014-02-26 12:24:00,DOLLAR TREE INC,DLTR,Q4 14 ,1.02,1.05,-2.9
2014-02-26 21:01:00,AUTODESK INC,ADSK,Q4 14 ,0.4,0.339,18.0
2014-02-26 21:02:00,"WORKDAY, INC.",WDAY,Q4 14 ,-0.13,-0.156,16.7
2014-02-26 21:05:00,BIOMARIN PHARMACEUT,BMRN,Q4 13 ,-0.43,-0.351,-22.5
2014-02-27 12:09:00,ANSYS,ANSS,Q4 13 ,0.96,0.86,11.6
2014-02-27 21:00:00,"ROSS STORES, INC.",ROST,Q4 14 ,0.51,0.509,0.2
2014-02-27 21:02:00,SPLUNK,SPLK,Q4 14 ,0.03,0.053,-43.4
2014-02-27 21:05:00,MONSTER BEVERAGE CP,MNST,Q4 13 ,0.15,0.154,-0.4
2014-03-06 08:01:00,COSTCO WHOLESALE,COST,Q2 14 ,1.05,1.167,-10.0
2014-03-13 20:01:00,"ULTA BEAUTY, INC.",ULTA,Q4 14 ,1.09,1.066,2.3
2014-03-18 20:05:00,ADOBE INC.,ADBE,Q1 14 ,0.3,0.252,19.0
2014-03-19 20:15:00,CINTAS CORP,CTAS,Q3 14 ,0.69,0.694,-0.6
2014-03-25 11:30:00,WALGREENS BTS ALN CM,WBA,Q2 14 ,0.91,0.932,-2.4
2014-03-26 20:01:00,"PAYCHEX, INC.",PAYX,Q3 14 ,0.44,0.421,4.5
2014-04-03 21:02:00,MICRON TECHNOLOGY,MU,Q2 14 ,0.85,0.753,12.9
2014-04-11 11:49:00,FASTENAL CO,FAST,Q1 14 ,0.19,0.191,-0.5
