Date,Name,Ticker,Fiscal,Actual,Consensus,Surprise
2015-05-06 12:09:00,ANSYS,ANSS,Q1 15 ,0.77,0.767,0.4
2015-05-06 21:05:00,ACTIVISION BLIZZARD,ATVI,Q1 15 ,0.16,0.069,131.9
2015-05-06 21:34:00,"TESLA, INC.",TSLA,Q1 15 ,-0.36,-0.492,26.8
2015-05-07 11:30:00,REGENERON PHARMACEUT,REGN,Q1 15 ,2.88,2.683,7.3
2015-05-07 12:00:00,CDW,CDW,Q1 15 ,0.56,0.529,5.9
2015-05-07 12:12:00,BOOKING HOLDINGS INC,BKNG,Q1 15 ,6.89,7.742,-11.0
2015-05-07 21:01:00,CERNER CORP,CERN,Q1 15 ,0.45,0.449,0.2
2015-05-07 21:05:00,MICROCHIP TECHNOLOGY,MCHP,Q4 15 ,0.68,0.666,2.1
2015-05-07 21:20:00,NVIDIA CORPORATION,NVDA,Q1 16 ,0.33,0.335,-1.5
2015-05-07 21:21:00,MONSTER BEVERAGE CP,MNST,Q1 15 ,0.21,0.227,-9.0
2015-05-13 21:05:00,CISCO SYSTEMS INC,CSCO,Q3 15 ,0.54,0.527,2.5
2015-05-14 21:01:00,APPLIED MATERIALS,AMAT,Q2 15 ,0.29,0.279,3.9
2015-05-18 21:05:00,TAKE-TWO INTERACTI,TTWO,Q4 15 ,0.49,0.277,76.9
2015-05-19 21:00:00,ANALOG DEVICES CMN,ADI,Q2 15 ,0.73,0.719,1.5
2015-05-19 21:01:00,AUTODESK INC,ADSK,Q1 16 ,0.3,0.282,6.4
2015-05-20 21:05:00,"SYNOPSYS, INC.",SNPS,Q2 15 ,0.68,0.63,7.9
2015-05-20 21:08:00,"NETAPP, INC.",NTAP,Q4 15 ,0.65,0.723,-10.1
2015-05-21 12:38:00,DOLLAR TREE INC,DLTR,Q1 16 ,0.71,0.745,-4.7
2015-05-21 21:00:00,INTUIT INC,INTU,Q3 15 ,2.85,2.747,3.7
2015-05-21 21:01:00,"ROSS STORES, INC.",ROST,Q1 16 ,0.69,0.641,6.9
2015-05-26 21:02:00,"WORKDAY, INC.",WDAY,Q1 16 ,-0.02,-0.079,74.7
2015-05-27 23:29:00,COPART,CPRT,Q3 15 ,0.22,0.248,-11.3
2015-05-28 02:00:00,COSTCO WHOLESALE,COST,Q3 15 ,1.17,1.156,1.2
2015-05-28 12:01:00,BROADCOM INC.,AVGO,Q2 15 ,2.13,2.008,6.1
2015-05-28 21:02:00,SPLUNK,SPLK,Q1 16 ,-0.01,-0.026,61.5
2015-05-28 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q1 16 ,1.04,0.931,11.7
2015-06-02 17:00:00,KRAFT HEINZ CO CMN,KHC,Q1 15 ,0.53,,
2015-06-16 21:03:00,ADOBE INC.,ADBE,Q2 15 ,0.48,0.453,6.0
2015-06-25 21:04:00,MICRON TECHNOLOGY,MU,Q3 15 ,0.54,0.572,-5.6
2015-07-01 13:30:00,"PAYCHEX, INC.",PAYX,Q4 15 ,0.44,0.443,-0.7
2015-07-09 11:30:00,PEPSICO INC,PEP,Q2 15 ,1.32,1.25,5.6
2015-07-09 12:00:00,WALGREENS BTS ALN CM,WBA,Q3 15 ,1.02,0.871,17.1
2015-07-14 11:50:00,FASTENAL CO,FAST,Q2 15 ,0.24,0.234,2.6
2015-07-14 21:02:00,CSX,CSX,Q2 15 ,0.56,0.527,6.3
2015-07-15 21:00:00,INTEL CORP,INTC,Q2 15 ,0.58,0.543,7.3
2015-07-15 21:05:00,"NETFLIX, INC.",NFLX,Q2 15 ,0.06,0.042,42.9
2015-07-16 12:40:00,EBAY INC.,EBAY,Q2 15 ,0.76,0.725,4.8
2015-07-16 21:01:00,ALPHABET CL A CMN,GOOGL,Q2 15 ,4.93,5.394,-8.6
2015-07-16 21:15:00,CINTAS CORP,CTAS,Q4 15 ,0.86,0.846,1.7
2015-07-16 21:15:00,ADV MICRO DEVICES,AMD,Q2 15 ,-0.17,-0.167,-1.8
2015-07-21 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q2 15 ,1.52,1.331,14.5
2015-07-21 21:05:00,"ILLUMINA, INC.",ILMN,Q2 15 ,0.8,0.772,3.6
2015-07-21 21:07:00,MICROSOFT CORP,MSFT,Q4 15 ,0.62,0.58,6.9
2015-07-21 21:30:00,APPLE INC.,AAPL,Q3 15 ,1.85,1.81,2.2
2015-07-22 21:01:00,QUALCOMM INC,QCOM,Q3 15 ,0.99,0.947,4.5
2015-07-22 21:20:00,"XILINX, INC.",XLNX,Q1 16 ,0.55,0.536,2.6
2015-07-22 21:30:00,TEXAS INSTRUMENTS,TXN,Q2 15 ,0.65,0.654,-0.6
2015-07-23 12:00:00,COMCAST CORP A,CMCSA,Q2 15 ,0.42,0.423,-0.7
2015-07-23 12:30:00,UNITED AIRLNS HLD CM,UAL,Q2 15 ,3.31,3.308,0.1
2015-07-23 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q2 15 ,0.39,0.373,4.6
2015-07-23 21:01:00,MAXIM INTEGRATED,MXIM,Q4 15 ,0.43,0.389,10.5
2015-07-23 21:05:00,STARBUCKS CORP,SBUX,Q3 15 ,0.42,0.409,2.7
2015-07-23 21:05:00,"VERISIGN, INC.",VRSN,Q2 15 ,0.74,0.746,-0.6
2015-07-23 21:09:00,AMAZON.COM INC,AMZN,Q2 15 ,0.19,-0.135,240.7
2015-07-23 21:15:00,SKYWORKS SOLUTIONS,SWKS,Q3 15 ,1.34,1.286,4.2
2015-07-24 11:50:00,BIOGEN INC CMN,BIIB,Q2 15 ,3.93,4.101,-4.2
2015-07-24 12:00:00,AMERICAN AIRLINES GP,AAL,Q2 15 ,2.62,2.597,0.9
2015-07-27 21:05:00,CADENCE DESIGN SYS,CDNS,Q2 15 ,0.27,0.242,11.6
2015-07-28 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q2 15 ,0.03,0.029,3.4
2015-07-28 13:00:00,PACCAR INC.,PCAR,Q2 15 ,1.26,1.153,9.3
2015-07-28 21:01:00,"GILEAD SCIENCES, INC",GILD,Q2 15 ,3.15,2.705,16.5
2015-07-28 21:05:00,CITRIX SYSTEMS INC,CTXS,Q2 15 ,1.0,0.821,21.8
2015-07-28 21:10:00,VERISK ANALYTICS INC,VRSK,Q2 15 ,0.77,0.658,17.0
2015-07-29 13:00:00,EXCELON,EXC,Q2 15 ,0.59,0.52,13.5
2015-07-29 21:01:00,FACEBOOK INC,FB,Q2 15 ,0.25,0.23,8.7
2015-07-29 21:01:00,"FISERV, INC.",FISV,Q2 15 ,0.48,0.469,1.3
2015-07-29 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q2 15 ,-0.54,-0.583,7.4
2015-07-29 21:05:00,LAM RESEARCH CORP,LRCX,Q4 15 ,1.5,1.474,1.8
2015-07-29 21:15:00,WESTERN DIGITAL CP,WDC,Q4 15 ,1.51,1.449,4.2
2015-07-29 21:30:00,MARRIOTT INT CL A CM,MAR,Q2 15 ,0.82,0.813,0.9
2015-07-29 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q2 15 ,2.29,2.263,1.2
2015-07-29 21:45:00,COSTAR GROUP,CSGP,Q2 15 ,0.08,0.045,77.8
2015-07-29 21:48:00,PAYPAL HOLDINGS,PYPL,Q2 15 ,0.33,0.323,2.2
2015-07-30 11:00:00,XCEL ENERGY CMN,XEL,Q2 15 ,0.39,0.413,-5.6
2015-07-30 11:30:00,ALEXION PHARM INC,ALXN,Q2 15 ,1.44,1.38,4.3
2015-07-30 12:00:00,IDEXX LABORATORIES,IDXX,Q2 15 ,0.6,0.575,4.3
2015-07-30 12:00:00,AUTOMATIC DATA PROCS,ADP,Q4 15 ,0.55,0.593,-7.3
2015-07-30 12:30:00,T-MOBILE,TM,Q2 15 ,0.4,0.185,117.6
2015-07-30 13:00:00,MONDELEZ INTL CMN A,MDLZ,Q2 15 ,0.47,0.394,19.3
2015-07-30 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q2 15 ,0.89,0.865,2.9
2015-07-30 21:01:00,ELECTRONIC ARTS INC,EA,Q1 16 ,0.15,0.027,455.6
2015-07-30 21:01:00,AMGEN,AMGN,Q2 15 ,2.57,2.423,6.1
2015-07-30 21:02:00,SEATTLE GENETICS,SGEN,Q2 15 ,-0.38,-0.263,-44.5
2015-07-30 21:15:00,KLA CP CMN STK,KLAC,Q4 15 ,0.99,0.915,8.2
2015-08-03 11:59:00,CDW,CDW,Q2 15 ,0.81,0.701,15.5
2015-08-03 21:02:00,BIOMARIN PHARMACEUT,BMRN,Q2 15 ,-0.51,-0.546,6.6
2015-08-03 21:45:00,MICROCHIP TECHNOLOGY,MCHP,Q1 16 ,0.69,0.71,-2.8
2015-08-04 11:30:00,REGENERON PHARMACEUT,REGN,Q2 15 ,2.89,2.78,4.0
2015-08-04 12:00:00,INCYTE CORPORATION,INCY,Q2 15 ,0.11,-0.094,216.1
2015-08-04 13:00:00,CHARTER COMMUNICATIO,CHTR,Q2 15 ,-0.28,0.332,-184.6
2015-08-04 21:01:00,CERNER CORP,CERN,Q2 15 ,0.52,0.516,0.8
2015-08-04 21:05:00,ACTIVISION BLIZZARD,ATVI,Q2 15 ,0.23,0.08,183.9
2015-08-05 11:00:00,COGNIZANT TECH SOL,CTSH,Q2 15 ,0.79,0.728,8.5
2015-08-05 12:00:00,BOOKING HOLDINGS INC,BKNG,Q2 15 ,9.94,11.794,-15.7
2015-08-05 12:09:00,ANSYS,ANSS,Q2 15 ,0.85,0.818,3.9
2015-08-05 21:27:00,"TESLA, INC.",TSLA,Q2 15 ,-0.48,-0.597,19.6
2015-08-06 21:05:00,MONSTER BEVERAGE CP,MNST,Q2 15 ,0.26,0.3,-12.2
2015-08-06 21:20:00,NVIDIA CORPORATION,NVDA,Q2 16 ,0.34,0.205,65.9
2015-08-10 21:05:00,TAKE-TWO INTERACTI,TTWO,Q1 16 ,0.31,0.36,-13.9
2015-08-10 21:09:00,KRAFT HEINZ CO CMN,KHC,Q2 15 ,0.61,0.853,-28.3
2015-08-12 21:05:00,CISCO SYSTEMS INC,CSCO,Q4 15 ,0.59,0.563,4.8
2015-08-13 21:01:00,APPLIED MATERIALS,AMAT,Q3 15 ,0.33,0.331,-0.3
2015-08-18 21:01:00,ANALOG DEVICES CMN,ADI,Q3 15 ,0.77,0.746,3.2
2015-08-19 21:01:00,"NETAPP, INC.",NTAP,Q1 16 ,0.29,0.233,24.5
2015-08-19 21:05:00,"SYNOPSYS, INC.",SNPS,Q3 15 ,0.63,0.593,6.2
2015-08-20 21:00:00,INTUIT INC,INTU,Q4 15 ,-0.05,-0.115,56.5
2015-08-20 21:01:00,"ROSS STORES, INC.",ROST,Q2 16 ,0.63,0.623,1.1
2015-08-26 21:02:00,"WORKDAY, INC.",WDAY,Q2 16 ,0.02,-0.056,135.7
2015-08-26 21:02:00,BROADCOM INC.,AVGO,Q3 15 ,2.24,2.138,4.8
2015-08-27 21:01:00,AUTODESK INC,ADSK,Q2 16 ,0.19,0.173,9.8
2015-08-27 21:02:00,SPLUNK,SPLK,Q2 16 ,0.03,0.015,100.0
2015-08-27 21:05:00,"ULTA BEAUTY, INC.",ULTA,Q2 16 ,1.15,1.122,2.5
2015-09-01 12:33:00,DOLLAR TREE INC,DLTR,Q2 16 ,0.67,0.62,8.1
2015-09-17 21:03:00,ADOBE INC.,ADBE,Q3 15 ,0.54,0.497,8.7
2015-09-22 21:52:00,COPART,CPRT,Q4 15 ,0.22,0.194,13.4
2015-09-24 21:15:00,CINTAS CORP,CTAS,Q1 16 ,0.93,0.907,2.5
2015-09-30 02:00:00,COSTCO WHOLESALE,COST,Q4 15 ,1.73,1.659,4.3
2015-09-30 13:30:00,"PAYCHEX, INC.",PAYX,Q1 16 ,0.52,0.51,2.0
2015-10-01 21:02:00,MICRON TECHNOLOGY,MU,Q4 15 ,0.37,0.331,11.8
2015-10-06 11:30:00,PEPSICO INC,PEP,Q3 15 ,1.35,1.274,6.0
2015-10-13 11:50:00,FASTENAL CO,FAST,Q3 15 ,0.24,0.235,0.0
2015-10-13 21:00:00,INTEL CORP,INTC,Q3 15 ,0.62,0.615,0.4
2015-10-13 21:03:00,CSX,CSX,Q3 15 ,0.52,0.5,4.0
2015-10-14 21:05:00,"NETFLIX, INC.",NFLX,Q3 15 ,0.07,0.076,-7.9
2015-10-14 21:20:00,"XILINX, INC.",XLNX,Q2 16 ,0.48,0.46,4.3
2015-10-15 21:15:00,ADV MICRO DEVICES,AMD,Q3 15 ,-0.09,-0.12,25.0
2015-10-20 21:05:00,"ILLUMINA, INC.",ILMN,Q3 15 ,0.8,0.775,3.2
2015-10-20 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q3 15 ,1.75,1.407,24.1
2015-10-21 09:00:00,KLA CP CMN STK,KLAC,Q1 16 ,0.71,0.567,25.2
2015-10-21 09:00:00,LAM RESEARCH CORP,LRCX,Q1 16 ,1.82,1.711,6.4
2015-10-21 12:29:00,WESTERN DIGITAL CP,WDC,Q1 16 ,1.56,1.565,-0.3
2015-10-21 12:30:00,BIOGEN INC CMN,BIIB,Q3 15 ,4.41,3.766,17.2
2015-10-21 21:05:00,CITRIX SYSTEMS INC,CTXS,Q3 15 ,1.04,0.843,23.4
2015-10-21 21:15:00,EBAY INC.,EBAY,Q3 15 ,0.43,0.412,4.4
2015-10-21 21:30:00,TEXAS INSTRUMENTS,TXN,Q3 15 ,0.76,0.674,12.8
2015-10-22 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q3 15 ,0.03,0.03,0.0
2015-10-22 12:30:00,UNITED AIRLNS HLD CM,UAL,Q3 15 ,4.53,4.555,-0.5
2015-10-22 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q3 15 ,0.34,0.313,8.6
2015-10-22 21:01:00,AMAZON.COM INC,AMZN,Q3 15 ,0.17,-0.136,225.0
2015-10-22 21:01:00,MAXIM INTEGRATED,MXIM,Q1 16 ,0.42,0.413,1.7
2015-10-22 21:05:00,"VERISIGN, INC.",VRSN,Q3 15 ,0.78,0.765,2.0
2015-10-22 21:08:00,MICROSOFT CORP,MSFT,Q1 16 ,0.67,0.587,14.1
2015-10-23 03:47:00,ALPHABET CL A CMN,GOOGL,Q3 15 ,5.73,5.803,-1.3
2015-10-23 12:00:00,AMERICAN AIRLINES GP,AAL,Q3 15 ,2.77,2.721,1.8
2015-10-26 20:11:00,CADENCE DESIGN SYS,CDNS,Q3 15 ,0.28,0.258,8.5
2015-10-27 11:00:00,COMCAST CORP A,CMCSA,Q3 15 ,0.4,0.402,-0.5
2015-10-27 11:30:00,T-MOBILE,TM,Q3 15 ,0.3,0.354,-14.2
2015-10-27 12:00:00,PACCAR INC.,PCAR,Q3 15 ,1.21,1.163,4.0
2015-10-27 20:00:00,"GILEAD SCIENCES, INC",GILD,Q3 15 ,3.22,2.882,11.7
2015-10-27 20:01:00,"FISERV, INC.",FISV,Q3 15 ,0.52,0.489,5.3
2015-10-27 20:15:00,VERISK ANALYTICS INC,VRSK,Q3 15 ,0.85,0.766,11.0
2015-10-27 20:30:00,APPLE INC.,AAPL,Q4 15 ,1.96,1.878,4.4
2015-10-28 10:30:00,IDEXX LABORATORIES,IDXX,Q3 15 ,0.54,0.528,2.3
2015-10-28 11:00:00,AUTOMATIC DATA PROCS,ADP,Q1 16 ,0.68,0.652,4.3
2015-10-28 11:00:00,WALGREENS BTS ALN CM,WBA,Q4 15 ,0.88,0.813,8.2
2015-10-28 12:00:00,MONDELEZ INTL CMN A,MDLZ,Q3 15 ,0.42,0.406,3.4
2015-10-28 20:01:00,AMGEN,AMGN,Q3 15 ,2.72,2.375,14.5
2015-10-28 20:01:00,VERTEX PHARMACEUTIC,VRTX,Q3 15 ,-0.13,-0.305,57.4
2015-10-28 20:16:00,PAYPAL HOLDINGS,PYPL,Q3 15 ,0.31,0.29,6.9
2015-10-28 20:30:00,O'REILLY AUTOMOTIVE,ORLY,Q3 15 ,2.64,2.38,10.9
2015-10-28 20:30:00,MARRIOTT INT CL A CM,MAR,Q3 15 ,0.78,,
2015-10-28 20:30:00,COSTAR GROUP,CSGP,Q3 15 ,0.53,0.444,19.4
2015-10-29 10:01:00,XCEL ENERGY CMN,XEL,Q3 15 ,0.84,0.803,4.6
2015-10-29 10:30:00,ALEXION PHARM INC,ALXN,Q3 15 ,1.16,1.008,15.1
2015-10-29 12:00:00,CHARTER COMMUNICATIO,CHTR,Q3 15 ,-0.75,0.149,-603.9
2015-10-29 20:01:00,ELECTRONIC ARTS INC,EA,Q2 16 ,0.65,0.451,44.1
2015-10-29 20:02:00,SEATTLE GENETICS,SGEN,Q3 15 ,-0.21,-0.207,-1.4
2015-10-29 20:03:00,STARBUCKS CORP,SBUX,Q4 15 ,0.43,0.434,-0.9
2015-10-29 20:03:00,BIOMARIN PHARMACEUT,BMRN,Q3 15 ,-0.6,-0.655,8.4
2015-10-29 20:11:00,"EXPEDIA GROUP, INC.",EXPE,Q3 15 ,2.07,2.022,2.4
2015-10-30 12:00:00,EXCELON,EXC,Q3 15 ,0.83,0.706,17.6
2015-11-03 03:31:00,ACTIVISION BLIZZARD,ATVI,Q3 15 ,0.21,0.154,36.4
2015-11-03 12:00:00,INCYTE CORPORATION,INCY,Q3 15 ,-0.15,,
2015-11-03 21:01:00,CERNER CORP,CERN,Q3 15 ,0.54,0.544,-0.7
2015-11-03 21:08:00,"TESLA, INC.",TSLA,Q3 15 ,-0.58,-0.556,-4.3
2015-11-04 11:00:00,COGNIZANT TECH SOL,CTSH,Q3 15 ,0.76,0.759,0.1
2015-11-04 11:30:00,REGENERON PHARMACEUT,REGN,Q3 15 ,3.47,3.213,8.0
2015-11-04 12:00:00,CDW,CDW,Q3 15 ,0.84,0.798,5.3
2015-11-04 21:03:00,FACEBOOK INC,FB,Q3 15 ,0.31,0.266,16.5
2015-11-04 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q2 16 ,0.66,0.629,4.9
2015-11-04 21:21:00,QUALCOMM INC,QCOM,Q4 15 ,0.91,0.863,5.4
2015-11-05 12:09:00,ANSYS,ANSS,Q3 15 ,0.9,0.872,3.2
2015-11-05 21:05:00,TAKE-TWO INTERACTI,TTWO,Q2 16 ,0.3,0.154,94.8
2015-11-05 21:05:00,MONSTER BEVERAGE CP,MNST,Q3 15 ,0.28,0.269,4.1
2015-11-05 21:10:00,KRAFT HEINZ CO CMN,KHC,Q3 15 ,0.44,0.628,-29.9
2015-11-05 21:15:00,SKYWORKS SOLUTIONS,SWKS,Q4 15 ,1.52,1.516,0.3
2015-11-05 21:20:00,NVIDIA CORPORATION,NVDA,Q3 16 ,0.46,0.345,33.3
2015-11-05 22:00:00,KRAFT HEINZ CO CMN,KHC,Q3 15 ,0.44,0.628,-29.9
2015-11-09 12:17:00,BOOKING HOLDINGS INC,BKNG,Q3 15 ,23.48,24.19,-2.9
2015-11-12 21:01:00,APPLIED MATERIALS,AMAT,Q4 15 ,0.29,0.288,0.7
2015-11-12 21:05:00,CISCO SYSTEMS INC,CSCO,Q1 16 ,0.59,0.563,4.8
2015-11-18 21:01:00,"NETAPP, INC.",NTAP,Q2 16 ,0.61,0.569,7.2
2015-11-19 21:00:00,INTUIT INC,INTU,Q1 16 ,0.09,-0.036,350.0
2015-11-19 21:01:00,AUTODESK INC,ADSK,Q3 16 ,0.14,0.077,81.8
2015-11-19 21:02:00,"WORKDAY, INC.",WDAY,Q3 16 ,0.0,-0.035,94.3
2015-11-19 21:03:00,"ROSS STORES, INC.",ROST,Q3 16 ,0.53,0.5,6.0
2015-11-19 21:05:00,SPLUNK,SPLK,Q3 16 ,0.05,0.019,163.2
2015-11-23 22:06:00,COPART,CPRT,Q1 16 ,0.21,0.215,-2.3
2015-11-24 12:30:00,DOLLAR TREE INC,DLTR,Q3 16 ,0.49,0.536,-8.6
2015-11-24 13:00:00,ANALOG DEVICES CMN,ADI,Q4 15 ,1.03,0.802,28.4
2015-12-02 21:01:00,BROADCOM INC.,AVGO,Q4 15 ,2.51,2.378,5.6
2015-12-02 21:05:00,"SYNOPSYS, INC.",SNPS,Q4 15 ,0.67,0.656,2.1
2015-12-03 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q3 16 ,1.11,1.051,5.6
2015-12-09 02:00:00,COSTCO WHOLESALE,COST,Q1 16 ,1.09,1.17,-6.8
2015-12-10 21:05:00,ADOBE INC.,ADBE,Q4 15 ,0.62,0.6,3.3
2015-12-21 21:15:00,CINTAS CORP,CTAS,Q2 16 ,1.03,0.998,3.2
2015-12-22 13:30:00,"PAYCHEX, INC.",PAYX,Q2 16 ,0.52,0.513,1.4
2015-12-22 21:05:00,MICRON TECHNOLOGY,MU,Q1 16 ,0.24,0.233,3.0
2016-01-07 12:00:00,WALGREENS BTS ALN CM,WBA,Q1 16 ,1.03,0.957,7.6
2016-01-12 21:00:00,CSX,CSX,Q4 15 ,0.48,0.456,5.3
2016-01-14 21:00:00,INTEL CORP,INTC,Q4 15 ,0.74,0.644,14.4
2016-01-15 11:50:00,FASTENAL CO,FAST,Q4 15 ,0.2,0.203,-3.9
2016-01-19 21:05:00,"NETFLIX, INC.",NFLX,Q4 15 ,0.07,0.021,233.3
2016-01-19 21:15:00,ADV MICRO DEVICES,AMD,Q4 15 ,-0.1,-0.104,3.8
2016-01-20 21:20:00,"XILINX, INC.",XLNX,Q3 16 ,0.49,0.487,0.6
2016-01-21 12:30:00,UNITED AIRLNS HLD CM,UAL,Q4 15 ,2.54,2.564,-0.9
2016-01-21 21:01:00,MAXIM INTEGRATED,MXIM,Q2 16 ,0.32,0.327,-2.1
2016-01-21 21:04:00,STARBUCKS CORP,SBUX,Q1 16 ,0.46,0.45,2.2
2016-01-21 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q4 15 ,1.96,1.679,16.9
2016-01-26 21:30:00,APPLE INC.,AAPL,Q1 16 ,3.28,3.219,1.9
2016-01-27 12:15:00,BIOGEN INC CMN,BIIB,Q4 15 ,4.11,4.072,1.0
2016-01-27 21:01:00,EBAY INC.,EBAY,Q4 15 ,0.5,0.497,0.6
2016-01-27 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q4 15 ,0.17,0.143,18.9
2016-01-27 21:05:00,LAM RESEARCH CORP,LRCX,Q2 16 ,1.57,1.423,10.3
2016-01-27 21:05:00,CITRIX SYSTEMS INC,CTXS,Q4 15 ,1.66,1.192,39.3
2016-01-27 21:05:00,FACEBOOK INC,FB,Q4 15 ,0.54,0.417,29.5
2016-01-27 21:05:00,QUALCOMM INC,QCOM,Q1 16 ,0.97,0.908,6.8
2016-01-27 21:10:00,PAYPAL HOLDINGS,PYPL,Q4 15 ,0.36,0.345,4.3
2016-01-27 21:30:00,TEXAS INSTRUMENTS,TXN,Q4 15 ,0.71,0.693,2.5
2016-01-28 11:00:00,XCEL ENERGY CMN,XEL,Q4 15 ,0.41,0.402,2.0
2016-01-28 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q4 15 ,0.6,0.521,15.2
2016-01-28 21:01:00,AMAZON.COM INC,AMZN,Q4 15 ,1.0,1.549,-35.4
2016-01-28 21:01:00,AMGEN,AMGN,Q4 15 ,2.61,2.286,14.2
2016-01-28 21:01:00,ELECTRONIC ARTS INC,EA,Q3 16 ,1.83,1.811,1.0
2016-01-28 21:08:00,MICROSOFT CORP,MSFT,Q2 16 ,0.78,0.71,9.9
2016-01-28 21:15:00,SKYWORKS SOLUTIONS,SWKS,Q1 16 ,1.6,1.581,1.2
2016-01-28 21:16:00,WESTERN DIGITAL CP,WDC,Q2 16 ,1.6,1.546,3.5
2016-01-28 21:16:00,KLA CP CMN STK,KLAC,Q2 16 ,1.04,0.855,21.6
2016-01-29 12:01:00,IDEXX LABORATORIES,IDXX,Q4 15 ,0.48,0.437,9.8
2016-01-29 12:30:00,AMERICAN AIRLINES GP,AAL,Q4 15 ,2.0,1.969,1.6
2016-01-29 13:00:00,PACCAR INC.,PCAR,Q4 15 ,0.98,1.018,-3.7
2016-02-01 21:01:00,ALPHABET CL A CMN,GOOGL,Q4 15 ,7.06,6.551,7.8
2016-02-02 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q4 15 ,0.03,0.032,-6.3
2016-02-02 21:00:00,"GILEAD SCIENCES, INC",GILD,Q4 15 ,3.32,2.993,10.9
2016-02-02 21:01:00,"FISERV, INC.",FISV,Q4 15 ,0.5,0.501,-0.2
2016-02-02 21:32:00,"ILLUMINA, INC.",ILMN,Q4 15 ,0.81,0.825,-1.9
2016-02-03 11:30:00,ALEXION PHARM INC,ALXN,Q4 15 ,1.13,1.099,2.8
2016-02-03 12:00:00,AUTOMATIC DATA PROCS,ADP,Q2 16 ,0.72,0.715,0.7
2016-02-03 12:06:00,COMCAST CORP A,CMCSA,Q4 15 ,0.41,0.411,-1.5
2016-02-03 13:00:00,EXCELON,EXC,Q4 15 ,0.38,0.384,-1.0
2016-02-03 13:00:00,MONDELEZ INTL CMN A,MDLZ,Q4 15 ,0.46,0.482,-4.6
2016-02-03 21:05:00,CADENCE DESIGN SYS,CDNS,Q4 15 ,0.31,0.29,6.9
2016-02-03 21:05:00,TAKE-TWO INTERACTI,TTWO,Q3 16 ,0.89,0.499,78.4
2016-02-03 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q3 16 ,0.64,0.618,3.6
2016-02-04 13:00:00,CHARTER COMMUNICATIO,CHTR,Q4 15 ,-1.24,-0.721,-72.3
2016-02-08 11:01:00,COGNIZANT TECH SOL,CTSH,Q4 15 ,0.8,0.779,2.7
2016-02-09 11:31:00,REGENERON PHARMACEUT,REGN,Q4 15 ,2.83,3.374,-16.1
2016-02-09 12:00:00,CDW,CDW,Q4 15 ,0.73,0.721,1.2
2016-02-09 21:02:00,SEATTLE GENETICS,SGEN,Q4 15 ,-0.18,-0.19,5.3
2016-02-10 21:00:00,"TESLA, INC.",TSLA,Q4 15 ,-0.87,0.097,-996.9
2016-02-10 21:01:00,"EXPEDIA GROUP, INC.",EXPE,Q4 15 ,0.77,0.964,-20.1
2016-02-10 21:05:00,CISCO SYSTEMS INC,CSCO,Q2 16 ,0.57,0.537,6.1
2016-02-10 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q4 15 ,2.19,2.082,5.2
2016-02-11 11:31:00,PEPSICO INC,PEP,Q4 15 ,1.06,1.059,0.1
2016-02-11 12:00:00,INCYTE CORPORATION,INCY,Q4 15 ,0.35,0.21,64.7
2016-02-11 21:05:00,"VERISIGN, INC.",VRSN,Q4 15 ,0.79,0.781,1.2
2016-02-11 21:19:00,ACTIVISION BLIZZARD,ATVI,Q4 15 ,0.83,0.857,-3.2
2016-02-16 21:01:00,CERNER CORP,CERN,Q4 15 ,0.61,0.568,7.4
2016-02-17 11:00:00,T-MOBILE,TM,Q4 15 ,0.16,0.178,-7.4
2016-02-17 12:04:00,BOOKING HOLDINGS INC,BKNG,Q4 15 ,10.0,11.734,-14.8
2016-02-17 13:00:00,ANALOG DEVICES CMN,ADI,Q1 16 ,0.56,0.536,4.5
2016-02-17 21:01:00,"NETAPP, INC.",NTAP,Q3 16 ,0.7,0.681,2.8
2016-02-17 21:05:00,"SYNOPSYS, INC.",SNPS,Q1 16 ,0.68,0.617,10.2
2016-02-17 21:20:00,NVIDIA CORPORATION,NVDA,Q4 16 ,0.52,0.431,20.6
2016-02-17 21:30:00,MARRIOTT INT CL A CM,MAR,Q4 15 ,0.75,0.76,-1.0
2016-02-18 21:01:00,APPLIED MATERIALS,AMAT,Q1 16 ,0.26,0.256,1.6
2016-02-23 21:11:00,VERISK ANALYTICS INC,VRSK,Q4 15 ,0.8,0.743,7.7
2016-02-23 23:07:00,COPART,CPRT,Q2 16 ,0.24,0.218,10.1
