Date,FB,AAPL,AMZN,NFLX,GOOGL,TSLA,NVDA,BABA,BIDU,TWTR
2018-03-22,164.89,168.85,1544.92,306.7,1053.15,309.1,241.85,184.65,236.11,31.2
2018-03-23,159.39,164.94,1495.56,300.94,1026.55,301.54,232.97,181.2,230.08,31.03
2018-03-26,160.06,172.77,1555.86,320.35,1054.09,304.18,244.48,190.5,235.94,31.91
2018-03-27,152.22,168.34,1497.05,300.69,1006.94,279.18,225.52,181.89,230.96,28.07
2018-03-28,153.03,166.48,1431.42,285.77,1005.18,257.78,221.35,178.91,223.1,28.45
2018-03-29,159.79,167.78,1447.34,295.35,1037.14,266.13,231.59,183.54,223.19,29.01
2018-04-02,155.39,166.68,1371.99,280.29,1012.63,252.48,221.05,177.61,220.06,28.04
2018-04-03,156.11,168.39,1392.05,283.67,1018.68,267.53,225.35,174.67,220.02,27.54
2018-04-04,155.1,171.61,1410.57,288.94,1029.71,286.94,226.24,172.07,224.3,28.25
2018-04-05,159.34,172.8,1451.75,293.97,1032.64,305.72,221.38,172.57,225.57,28.64
2018-04-06,157.2,168.38,1405.23,288.85,1009.95,299.3,214.25,167.52,219.82,28.1
2018-04-09,157.93,170.05,1406.08,289.93,1020.09,289.66,215.41,169.87,224.33,28.01
2018-04-10,165.04,173.25,1436.22,298.07,1036.5,304.7,227.91,177.1,231.5,29.53
2018-04-11,166.32,172.44,1427.05,303.67,1025.06,300.93,226.24,175.36,229.65,29.39
2018-04-12,163.87,174.14,1448.5,309.25,1037.29,294.08,234.6,175.92,231.34,29.0
2018-04-13,164.52,174.73,1430.79,311.65,1036.04,300.34,231.5,172.04,228.17,28.76
2018-04-16,164.83,175.82,1441.5,307.78,1046.1,291.21,231.49,174.7,229.9,28.58
2018-04-17,168.66,178.24,1503.83,336.06,1079.36,287.69,237.54,178.7,235.67,31.84
2018-04-18,166.36,177.84,1527.84,334.52,1075.39,293.35,236.37,182.68,237.75,31.54
2018-04-19,168.1,172.8,1556.91,332.7,1089.45,300.08,229.04,181.39,237.11,31.54
2018-04-20,166.28,165.72,1527.49,327.77,1077.32,290.24,228.71,179.11,232.5,31.91
2018-04-23,165.84,165.24,1517.86,318.69,1073.81,283.37,223.88,175.57,231.42,31.22
2018-04-24,159.69,162.94,1460.09,307.02,1022.64,283.46,221.2,173.09,231.41,30.47
2018-04-25,159.69,163.65,1460.17,305.76,1022.99,280.69,216.66,170.22,231.41,29.75
2018-04-26,174.16,164.22,1517.96,313.98,1043.31,285.48,225.22,173.9,238.69,30.27
2018-04-27,173.59,162.32,1572.62,311.76,1031.45,294.08,226.33,177.16,251.93,29.0
2018-04-30,172.0,165.26,1566.13,312.46,1018.58,293.9,224.9,178.54,250.9,30.31
2018-05-01,173.86,169.1,1582.26,313.3,1040.75,299.92,227.14,179.5,252.13,30.3
2018-05-02,176.07,176.57,1569.68,313.36,1026.05,301.15,226.31,181.45,249.8,30.55
2018-05-03,174.02,176.89,1572.08,311.69,1026.3,284.45,232.99,182.45,252.46,30.67
2018-05-04,176.61,183.83,1580.95,320.09,1051.0,294.09,239.06,188.89,251.73,31.04
2018-05-07,177.97,185.16,1600.14,326.26,1059.46,302.77,248.68,195.35,253.9,31.33
2018-05-08,178.92,186.05,1592.39,326.89,1058.59,301.97,250.4,196.31,263.09,31.85
2018-05-09,182.66,187.36,1608.0,330.3,1088.95,306.85,255.78,195.43,261.29,32.46
2018-05-10,185.53,190.04,1609.08,329.6,1105.47,305.02,260.13,195.96,268.68,32.87
2018-05-11,186.99,188.59,1602.91,326.46,1103.38,301.06,254.53,194.36,269.91,32.75
2018-05-14,186.64,188.15,1601.54,328.53,1106.6,291.97,255.36,198.64,272.26,33.39
2018-05-15,184.32,186.44,1576.12,326.13,1084.87,284.18,245.56,196.61,271.92,32.75
2018-05-16,183.2,188.18,1587.28,328.19,1084.09,286.48,246.01,198.11,284.07,32.77
2018-05-17,183.76,186.99,1581.76,325.22,1081.26,284.54,247.71,196.02,279.68,32.58
2018-05-18,182.68,186.31,1574.37,324.18,1069.64,276.82,245.94,195.0,253.01,32.63
2018-05-21,184.49,187.63,1585.46,331.82,1084.01,284.49,244.24,197.64,240.51,33.63
2018-05-22,183.8,187.16,1581.4,331.62,1075.31,275.01,242.7,195.87,239.97,32.86
2018-05-23,186.9,188.36,1601.86,344.72,1085.96,279.07,247.54,196.8,240.39,33.42
2018-05-24,185.93,188.15,1603.07,349.29,1085.45,277.85,247.69,197.37,240.28,33.52
2018-05-25,184.92,188.58,1610.15,351.29,1084.08,278.85,249.28,199.2,243.8,33.63
2018-05-29,185.74,187.9,1612.87,349.73,1068.07,283.76,248.59,198.0,242.05,34.04
2018-05-30,187.67,187.5,1624.89,353.54,1077.47,291.72,252.99,197.98,241.63,34.36
2018-05-31,191.78,186.87,1629.62,351.6,1100.0,284.73,252.19,198.01,242.56,34.7
2018-06-01,193.99,190.24,1641.54,359.93,1135.0,291.82,257.62,204.34,248.46,36.65
2018-06-04,193.28,191.83,1665.27,361.81,1153.04,296.74,264.85,208.95,260.9,37.88
2018-06-05,192.94,193.31,1696.35,365.8,1151.02,291.13,265.07,208.37,259.98,39.8
2018-06-06,191.34,193.98,1695.75,367.45,1146.95,319.5,265.15,208.3,263.94,40.1
2018-06-07,188.18,193.46,1689.3,361.4,1134.42,316.09,262.9,203.62,264.89,39.7
2018-06-08,189.1,191.7,1683.99,360.57,1132.71,317.66,262.28,205.07,263.59,41.21
2018-06-11,191.54,191.23,1689.12,361.45,1140.9,332.1,260.62,205.7,269.78,41.42
2018-06-12,192.4,192.28,1698.75,363.83,1148.19,342.77,262.58,209.08,267.42,43.49
2018-06-13,192.41,190.7,1704.86,379.93,1144.23,344.78,262.4,206.62,270.0,44.07
2018-06-14,196.81,190.8,1723.86,392.87,1160.11,357.72,266.91,210.86,270.64,46.76
2018-06-15,195.85,188.84,1715.97,391.98,1159.27,358.17,265.26,208.0,272.97,45.8
2018-06-18,198.31,188.74,1723.79,390.4,1183.58,370.83,265.09,208.57,268.89,46.0
2018-06-19,197.49,185.69,1734.78,404.98,1178.69,352.55,260.17,204.43,262.11,44.95
2018-06-20,202.0,186.5,1750.08,416.76,1184.07,362.22,262.31,206.23,264.06,46.13
2018-06-21,201.5,185.46,1730.22,415.44,1169.44,347.51,257.11,202.21,260.5,45.24
2018-06-22,201.74,184.92,1715.67,411.09,1169.29,333.63,250.95,202.01,259.0,45.88
2018-06-25,196.35,182.17,1663.15,384.48,1139.28,333.01,239.12,191.25,250.41,44.17
2018-06-26,199.0,184.43,1691.09,399.39,1132.62,342.0,241.99,191.42,250.77,44.84
2018-06-27,195.84,184.16,1660.51,390.39,1116.94,344.5,235.72,185.02,243.0,43.7
2018-06-28,196.23,185.5,1701.45,395.42,1126.78,349.93,240.86,188.38,242.21,44.79
2018-06-29,194.32,185.11,1699.8,391.43,1129.19,342.95,236.9,185.53,243.0,43.67
2018-07-02,197.36,187.18,1713.78,398.18,1142.11,335.07,242.24,186.36,246.25,44.98
2018-07-03,192.73,183.92,1693.96,390.52,1116.28,310.86,236.84,184.75,246.43,43.89
2018-07-05,198.45,185.4,1699.73,398.39,1141.29,309.16,242.73,186.88,244.07,45.06
2018-07-06,203.23,187.97,1710.63,408.25,1155.08,308.9,247.33,192.27,251.77,46.65
2018-07-09,204.74,190.58,1739.02,418.97,1167.28,318.51,249.25,192.75,261.97,44.14
2018-07-10,203.54,190.35,1743.07,415.63,1167.14,322.47,253.25,192.55,261.25,43.75
2018-07-11,202.54,187.88,1755.0,418.65,1171.46,318.96,247.53,187.42,261.25,43.87
2018-07-12,206.92,191.03,1796.62,413.5,1201.26,316.71,251.23,190.17,271.45,45.26
2018-07-13,207.32,191.33,1813.03,395.8,1204.42,318.87,249.32,190.04,267.19,44.49
2018-07-16,207.23,190.91,1822.49,400.48,1196.51,310.1,248.2,190.35,267.08,44.26
2018-07-17,209.99,191.45,1843.93,379.48,1213.08,322.69,253.69,192.66,270.02,44.71
2018-07-18,209.36,190.4,1842.92,375.13,1212.91,323.85,251.7,190.79,269.42,43.34
2018-07-19,208.09,191.88,1812.97,364.23,1199.1,320.23,252.03,187.34,262.42,43.44
2018-07-20,209.94,191.44,1813.7,361.05,1197.88,313.58,250.89,187.25,259.98,43.42
2018-07-23,210.91,191.61,1802.0,362.66,1211.0,303.2,249.41,187.04,260.38,43.31
2018-07-24,214.67,193.0,1829.24,357.32,1258.15,297.43,248.71,189.0,256.48,42.17
2018-07-25,217.5,194.82,1863.61,362.87,1275.94,308.74,251.87,197.98,262.91,44.22
2018-07-26,176.26,194.21,1808.0,363.09,1285.5,306.65,254.84,194.18,260.35,42.94
2018-07-27,174.89,190.98,1817.27,355.21,1252.89,297.18,252.02,189.42,255.09,34.12
2018-07-30,171.06,189.91,1779.22,334.96,1230.04,290.17,244.13,184.82,251.4,31.38
2018-07-31,172.58,190.29,1777.44,337.45,1227.22,298.14,244.86,187.23,247.18,31.87
2018-08-01,171.65,201.5,1797.17,338.38,1232.99,300.84,246.47,185.27,228.07,31.91
2018-08-02,176.37,207.39,1834.33,344.5,1241.13,349.54,250.62,182.6,230.46,32.82
2018-08-03,177.78,207.99,1823.29,343.09,1238.16,348.17,252.1,180.84,235.65,31.96
2018-08-06,185.69,209.07,1847.75,350.92,1237.67,341.99,254.03,178.62,232.96,32.98
2018-08-07,183.81,207.11,1862.48,351.83,1255.84,379.57,256.95,179.92,226.67,32.67
2018-08-08,185.18,207.25,1886.52,347.61,1261.33,370.34,258.42,177.52,222.0,31.84
2018-08-09,183.09,208.88,1898.52,349.36,1264.46,352.45,256.46,177.19,219.89,31.96
2018-08-10,180.26,207.53,1886.3,345.87,1252.51,355.49,254.79,180.01,220.1,32.01
2018-08-13,180.05,208.87,1896.2,341.31,1248.64,356.41,256.12,177.68,217.57,32.8
2018-08-14,181.11,209.75,1919.65,337.49,1258.14,347.64,261.43,172.53,216.21,33.19
2018-08-15,179.53,210.24,1882.62,326.4,1232.22,338.69,259.08,169.83,213.47,32.38
2018-08-16,174.7,213.32,1886.52,322.44,1224.06,335.45,257.44,171.99,217.3,32.83
2018-08-17,173.8,217.58,1882.22,316.78,1215.85,305.5,244.82,172.78,222.67,32.73
2018-08-20,172.5,215.46,1876.71,327.73,1221.95,308.44,247.84,176.29,223.71,32.6
2018-08-21,172.62,215.04,1883.42,338.02,1217.41,321.9,253.32,177.92,223.13,33.69
2018-08-22,173.64,215.05,1904.9,344.44,1221.75,321.64,262.82,177.85,223.03,33.81
2018-08-23,172.9,215.49,1902.9,339.17,1221.16,320.1,266.84,172.23,219.3,33.88
2018-08-24,174.65,216.16,1905.39,358.82,1236.75,322.82,272.22,174.23,224.36,34.28
2018-08-27,177.46,217.94,1927.68,364.58,1256.27,319.27,275.9,180.65,228.61,35.89
2018-08-28,176.26,219.7,1932.82,368.49,1245.86,311.86,274.38,178.19,225.72,35.49
2018-08-29,175.9,222.98,1998.1,368.04,1264.65,305.01,278.49,178.5,225.87,35.35
2018-08-30,177.64,225.03,2002.38,370.98,1254.44,303.15,277.81,174.6,224.25,35.64
2018-08-31,175.73,227.63,2012.71,367.68,1231.8,301.66,280.68,175.01,226.48,35.18
2018-09-04,171.16,228.36,2039.51,363.6,1211.31,288.95,283.7,170.44,222.18,34.84
2018-09-05,167.18,226.87,1994.82,341.18,1199.1,280.74,278.42,164.23,216.24,32.73
2018-09-06,162.53,223.1,1958.31,346.46,1183.99,280.95,272.72,159.87,215.05,30.81
2018-09-07,163.04,221.3,1952.07,348.68,1177.59,263.24,271.86,162.37,216.04,30.49
2018-09-10,164.18,218.33,1939.01,348.41,1175.06,285.5,274.73,156.36,213.59,30.54
2018-09-11,165.94,223.85,1987.15,355.93,1189.99,279.44,272.8,157.46,216.1,30.89
2018-09-12,162.0,221.07,1990.0,369.95,1171.6,290.54,268.2,161.46,218.69,29.75
2018-09-13,161.36,226.41,1989.87,368.15,1182.14,289.46,271.34,165.53,222.42,30.39
2018-09-14,162.32,223.84,1970.19,364.56,1177.98,295.2,276.43,164.74,220.03,30.12
2018-09-17,160.58,217.88,1908.03,350.35,1159.83,294.84,273.93,158.89,217.66,28.86
2018-09-18,160.3,218.24,1941.05,367.65,1167.11,284.96,271.02,156.65,216.88,29.22
2018-09-19,163.06,218.37,1926.42,366.96,1174.27,299.02,271.98,162.63,226.41,29.52
2018-09-20,166.02,220.03,1944.3,365.36,1191.57,298.33,266.28,165.88,230.62,29.85
2018-09-21,162.93,217.66,1915.01,361.19,1172.12,299.1,263.45,164.63,228.85,28.5
2018-09-24,165.41,220.79,1934.36,369.61,1179.56,299.68,265.7,163.16,226.63,28.6
2018-09-25,164.91,222.19,1974.55,369.43,1193.89,300.99,268.41,164.25,226.6,29.11
2018-09-26,166.95,220.42,1974.85,377.88,1194.06,309.58,266.92,165.4,228.42,29.01
2018-09-27,168.84,224.95,2012.98,380.71,1207.36,307.52,267.4,166.32,230.47,29.42
2018-09-28,164.46,225.74,2003.0,374.13,1207.08,264.77,281.02,164.76,228.68,28.46
2018-10-01,162.44,227.26,2004.36,381.43,1208.53,310.7,289.36,162.0,227.4,28.31
2018-10-02,159.33,229.28,1971.31,377.14,1207.64,301.02,286.48,160.23,218.9,28.19
2018-10-03,162.43,232.07,1952.76,377.05,1211.53,294.8,286.73,162.37,216.35,29.01
2018-10-04,158.85,227.99,1909.42,363.65,1177.07,281.83,279.29,156.13,210.07,28.23
2018-10-05,157.33,224.29,1889.65,351.35,1167.83,261.95,269.86,154.63,205.62,28.39
2018-10-08,157.25,223.77,1864.42,349.1,1155.92,250.56,265.77,151.14,203.98,28.45
2018-10-09,157.9,226.87,1870.32,355.71,1145.17,262.8,265.54,146.94,200.85,29.27
2018-10-10,151.38,216.36,1755.25,325.89,1092.16,256.88,245.69,138.29,194.26,26.79
2018-10-11,153.35,214.45,1719.36,321.1,1090.74,252.23,235.13,141.9,198.0,27.0
2018-10-12,153.74,222.11,1788.61,339.56,1120.54,258.78,246.54,147.29,204.36,27.99
2018-10-15,153.52,217.36,1760.95,333.13,1102.44,259.59,235.38,144.16,200.12,28.61
2018-10-16,158.78,222.15,1819.96,346.4,1133.08,276.59,245.83,149.6,203.21,29.87
2018-10-17,159.42,221.19,1831.73,364.7,1127.59,271.78,243.06,148.14,200.72,29.55
2018-10-18,154.92,216.02,1770.72,346.71,1097.91,263.91,239.53,142.02,191.88,29.29
2018-10-19,154.05,219.31,1764.03,332.67,1105.18,260.0,229.17,142.93,191.92,28.83
2018-10-22,154.78,220.65,1789.3,329.54,1111.37,260.95,231.22,148.8,196.19,29.18
2018-10-23,154.39,222.73,1768.7,333.16,1114.91,294.14,221.06,146.65,193.42,28.77
2018-10-24,146.04,215.09,1664.2,301.83,1057.12,288.5,199.41,139.61,184.47,27.54
2018-10-25,150.95,219.8,1782.17,312.87,1103.59,314.86,207.84,144.6,190.43,31.8
2018-10-26,145.37,216.3,1642.81,299.83,1083.75,330.9,198.29,142.87,188.51,32.36
2018-10-29,142.09,212.24,1538.88,284.84,1034.73,334.85,185.62,133.38,181.75,32.39
2018-10-30,146.22,213.3,1530.42,285.81,1049.51,329.9,203.0,136.33,183.37,33.86
2018-10-31,151.79,218.86,1598.01,301.78,1090.58,337.32,210.83,142.28,190.06,34.75
2018-11-01,151.75,222.22,1665.53,317.38,1085.98,344.28,218.11,151.25,201.47,34.62
2018-11-02,150.35,207.48,1665.53,309.1,1071.49,346.41,214.92,147.59,194.69,34.3
2018-11-05,148.68,201.59,1627.8,315.44,1055.73,341.4,211.77,144.64,190.59,34.02
2018-11-06,149.94,203.77,1642.81,310.84,1069.57,341.06,211.06,147.44,192.44,34.42
2018-11-07,151.53,209.95,1755.49,327.5,1108.24,348.16,213.79,152.5,195.41,34.99
2018-11-08,147.87,208.49,1754.91,317.92,1094.63,351.4,205.99,148.99,188.55,34.18
2018-11-09,144.96,204.47,1712.43,303.47,1077.02,350.51,205.67,144.85,183.75,34.08
2018-11-12,141.55,194.17,1636.85,294.07,1049.36,331.28,189.54,142.82,180.43,32.01
2018-11-13,142.16,192.23,1631.17,294.4,1047.97,338.73,199.31,146.98,183.34,32.49
2018-11-14,144.22,186.8,1599.01,286.73,1054.58,344.0,197.19,150.44,185.06,32.91
2018-11-15,143.85,191.41,1619.44,290.06,1071.05,348.44,202.39,156.22,188.41,33.15
2018-11-16,139.53,193.53,1593.41,286.21,1068.27,354.31,164.43,154.1,186.95,33.67
2018-11-19,131.55,185.86,1512.29,270.6,1027.42,353.47,144.7,149.53,183.09,31.98
2018-11-20,132.43,176.98,1495.46,266.98,1030.45,347.49,149.08,145.98,177.48,31.06
2018-11-21,134.82,176.78,1516.73,262.13,1043.43,338.19,144.71,149.41,183.95,31.61
2018-11-23,131.73,172.29,1502.06,258.82,1030.1,325.83,145.0,150.33,182.61,31.12
2018-11-26,136.38,174.62,1581.33,261.43,1055.94,346.0,153.05,156.01,185.19,32.82
2018-11-27,135.0,174.24,1581.42,266.63,1052.28,343.92,153.73,156.46,182.79,32.61
2018-11-28,136.76,180.94,1677.75,282.65,1091.79,347.87,160.07,159.34,188.44,32.73
2018-11-29,138.68,179.55,1673.57,288.75,1094.58,341.17,157.36,156.28,183.22,31.3
2018-11-30,140.61,178.58,1690.17,286.13,1109.65,350.48,163.43,160.86,188.28,31.45
2018-12-03,141.09,184.82,1772.36,290.3,1116.36,358.49,170.04,163.74,191.33,33.66
2018-12-04,137.93,176.69,1668.4,275.33,1062.47,359.7,157.11,158.34,182.66,32.56
2018-12-06,139.63,174.72,1699.19,282.88,1078.08,363.06,158.29,155.83,180.7,32.96
2018-12-07,137.42,168.49,1629.13,265.14,1046.58,357.97,147.61,153.06,179.56,32.83
2018-12-10,141.85,169.6,1641.03,269.7,1053.18,365.15,151.86,151.43,179.2,33.43
2018-12-11,142.08,168.63,1643.24,265.32,1061.65,366.76,148.19,151.83,176.85,34.45
2018-12-12,144.5,169.1,1663.54,274.88,1073.73,366.6,148.9,151.5,179.75,36.25
2018-12-13,145.01,170.95,1658.38,276.02,1073.54,376.79,148.89,151.48,179.9,35.89
2018-12-14,144.06,165.48,1591.91,266.84,1051.71,365.71,146.45,149.0,177.54,35.87
2018-12-17,140.19,163.94,1520.91,262.8,1025.65,348.42,143.58,143.98,169.86,33.43
2018-12-18,143.66,166.07,1551.48,270.94,1043.41,337.03,146.94,140.82,167.61,33.74
2018-12-19,133.24,160.89,1495.08,266.77,1035.46,332.97,138.51,137.14,162.48,32.93
2018-12-20,133.4,156.83,1460.83,260.58,1023.58,315.38,135.1,135.11,160.36,29.29
2018-12-21,124.95,150.73,1377.45,246.39,991.25,319.77,129.57,132.0,157.42,27.31
2018-12-24,124.06,146.83,1343.96,233.88,984.67,295.39,127.08,131.89,157.12,26.45
2018-12-26,134.18,157.17,1470.9,253.67,1047.85,326.09,133.1,138.0,163.04,28.66
2018-12-27,134.52,156.15,1461.64,255.57,1052.9,316.13,131.17,138.45,161.58,28.68
2018-12-28,133.2,156.23,1478.02,256.08,1046.68,333.87,133.65,139.09,162.17,28.43
2018-12-31,131.09,157.74,1501.97,267.66,1044.96,332.8,133.5,137.07,158.6,28.74
2019-01-02,135.68,157.92,1539.13,267.66,1054.68,310.12,136.22,136.7,162.25,28.81
2019-01-03,131.74,142.19,1500.28,271.2,1025.47,300.36,127.99,130.6,154.71,27.99
2019-01-04,137.95,148.26,1575.39,297.57,1078.07,317.69,136.19,139.75,160.95,29.95
2019-01-07,138.05,147.93,1629.51,315.34,1075.92,334.96,143.4,143.1,162.6,31.34
2019-01-08,142.53,150.75,1656.58,320.27,1085.37,335.35,139.83,146.79,163.4,31.8
2019-01-09,144.23,153.31,1659.42,319.96,1081.65,338.53,142.58,151.92,166.64,32.25
2019-01-10,144.2,153.8,1656.22,324.66,1078.83,344.97,145.23,151.69,168.35,33.09
2019-01-11,143.8,152.29,1640.56,337.59,1064.47,347.26,148.83,151.32,166.11,32.87
2019-01-14,145.39,150.0,1617.21,332.94,1051.51,334.4,150.44,149.27,163.03,32.37
2019-01-15,148.95,153.07,1674.56,354.64,1086.51,344.43,149.87,150.88,167.93,33.02
2019-01-16,147.54,154.94,1683.78,351.39,1089.51,346.05,148.84,154.84,169.75,32.47
2019-01-17,148.3,155.86,1693.22,353.19,1099.12,347.31,151.72,155.97,168.11,32.85
2019-01-18,150.04,156.82,1696.2,339.1,1107.3,302.26,156.93,157.02,171.36,33.27
2019-01-22,147.57,153.3,1632.17,325.16,1078.63,298.92,148.77,152.15,160.39,32.25
2019-01-23,144.3,153.92,1640.02,321.99,1084.41,287.59,149.29,152.03,163.26,30.97
2019-01-24,145.83,152.7,1654.93,326.67,1084.0,291.51,157.84,155.86,162.7,31.61
2019-01-25,149.01,157.76,1670.57,338.05,1101.51,297.04,160.15,159.21,167.1,32.9
2019-01-28,147.47,156.3,1637.89,335.66,1079.86,296.38,138.01,158.92,167.5,33.13
2019-01-29,144.19,154.68,1593.88,328.9,1070.06,297.46,131.6,156.88,165.27,31.64
2019-01-30,150.42,165.25,1670.43,340.66,1097.99,308.77,137.39,166.82,169.34,32.26
2019-01-31,166.69,166.44,1718.73,339.5,1125.89,307.02,143.75,168.49,172.63,33.56
2019-02-01,165.71,166.52,1626.23,339.85,1118.62,312.21,144.73,167.97,171.27,33.19
2019-02-04,169.25,171.25,1633.31,351.34,1141.42,312.89,149.18,166.7,173.94,33.94
2019-02-05,171.16,174.18,1658.81,355.81,1151.87,321.35,149.95,171.83,176.23,34.37
2019-02-06,170.49,174.24,1640.26,352.19,1122.89,317.22,153.0,171.52,173.85,34.16
2019-02-07,166.38,170.94,1614.37,344.71,1105.91,307.51,147.42,166.96,171.58,30.8
2019-02-08,167.33,170.41,1588.22,347.57,1102.38,305.8,148.17,167.36,169.9,30.01
2019-02-11,165.79,169.43,1591.0,345.73,1102.12,312.84,146.45,167.45,168.06,30.23
2019-02-12,165.04,170.89,1638.01,359.97,1127.58,311.81,151.17,168.71,170.25,30.39
2019-02-13,164.07,170.18,1640.0,351.77,1128.63,308.17,152.88,169.4,173.82,31.12
2019-02-14,163.95,170.8,1622.65,359.07,1129.2,303.77,154.53,168.38,174.08,30.96
2019-02-15,162.5,170.42,1607.95,356.87,1119.63,307.88,157.34,166.15,170.06,31.23
2019-02-19,162.29,170.93,1627.58,361.92,1126.51,305.64,156.64,170.18,172.45,31.65
2019-02-20,162.56,172.03,1622.1,359.91,1120.59,302.56,158.55,170.71,171.18,31.37
2019-02-21,160.04,171.06,1619.44,356.97,1104.21,291.23,155.77,171.66,171.81,30.76
2019-02-22,161.89,172.97,1631.56,363.02,1116.56,294.71,159.19,176.92,167.17,31.71
2019-02-25,164.62,174.23,1633.0,363.91,1117.33,298.77,158.69,183.25,165.0,31.99
2019-02-26,164.13,174.33,1636.4,364.97,1122.01,297.86,157.1,183.54,161.98,31.01
2019-02-27,162.81,174.87,1641.09,362.87,1122.89,314.74,155.41,184.58,162.17,30.41
2019-02-28,161.45,173.15,1639.83,358.1,1126.55,319.88,154.26,183.03,162.54,30.78
2019-03-01,162.28,174.97,1671.73,357.32,1148.52,294.79,156.45,183.88,162.09,30.62
2019-03-04,167.37,175.85,1696.17,351.04,1153.42,285.36,156.78,187.25,160.92,30.5
2019-03-05,171.26,175.53,1692.43,354.3,1169.19,276.54,156.52,185.0,167.74,31.03
2019-03-06,172.51,174.52,1668.95,359.61,1164.94,276.24,152.05,184.17,170.24,30.8
2019-03-07,169.13,172.5,1625.95,352.6,1150.85,276.59,149.26,177.32,165.72,30.12
2019-03-08,169.6,172.91,1620.8,349.6,1149.97,284.14,150.64,175.03,163.65,30.04
2019-03-11,172.07,178.9,1670.62,358.86,1179.26,290.92,161.14,180.41,166.96,30.87
2019-03-12,171.92,180.91,1673.1,356.27,1197.25,283.36,162.52,180.63,166.99,31.16
2019-03-13,173.37,181.71,1690.81,361.21,1199.06,288.96,168.62,180.7,168.17,31.3
2019-03-14,170.17,183.73,1686.22,358.82,1192.53,289.96,165.56,180.36,167.74,31.03
2019-03-15,165.98,186.12,1712.36,361.46,1190.3,275.43,169.81,180.97,170.48,31.22
2019-03-18,160.47,188.02,1742.15,363.44,1188.55,269.49,168.95,181.83,171.17,31.08
2019-03-19,161.57,186.53,1761.85,358.78,1202.46,267.47,175.71,182.14,170.73,31.27
2019-03-20,165.44,188.16,1797.27,375.22,1226.43,273.6,174.4,181.28,170.17,32.57
2019-03-21,166.08,195.09,1819.26,377.87,1236.13,274.02,183.94,181.5,171.77,32.61
2019-03-22,164.34,191.05,1764.77,361.01,1207.65,264.53,177.5,176.26,166.73,33.02
2019-03-25,166.29,188.74,1774.26,366.23,1197.38,260.42,173.78,178.77,166.88,32.59
2019-03-26,167.68,186.79,1783.76,359.97,1189.84,267.77,176.87,178.08,167.2,33.06
2019-03-27,165.87,188.47,1765.7,353.37,1178.01,274.83,176.5,177.03,164.29,32.28
2019-03-28,165.55,188.72,1773.42,354.61,1172.27,278.62,177.25,177.73,164.11,32.87
2019-03-29,166.69,189.95,1780.75,356.56,1176.89,279.86,179.56,182.45,164.85,32.88
2019-04-01,168.7,191.24,1814.19,366.96,1198.98,289.18,182.28,180.89,170.4,33.44
2019-04-02,174.2,194.02,1813.98,367.72,1205.54,285.88,183.0,181.74,170.98,33.75
2019-04-03,173.54,195.35,1820.7,369.75,1210.81,291.81,188.62,178.32,174.91,34.38
2019-04-04,176.02,195.69,1818.86,367.88,1219.45,267.78,188.26,181.07,179.13,34.42
2019-04-05,175.72,197.0,1837.28,365.49,1211.45,274.96,190.95,185.35,181.55,34.72
2019-04-08,174.93,200.1,1849.86,361.41,1208.28,273.2,191.79,186.5,184.77,34.86
2019-04-09,177.58,199.5,1835.84,364.71,1202.69,272.31,189.26,187.19,181.0,35.14
2019-04-10,177.82,200.62,1847.33,363.92,1206.45,276.06,192.1,186.19,177.04,34.75
2019-04-11,177.51,198.95,1844.07,367.65,1209.59,268.42,191.54,184.98,171.2,34.58
2019-04-12,179.1,198.87,1843.06,351.14,1222.73,267.7,190.01,188.91,173.09,34.37
2019-04-15,179.65,199.23,1844.87,348.87,1226.53,266.38,184.7,183.07,168.67,34.71
2019-04-16,178.87,199.25,1863.04,359.46,1231.91,273.36,188.21,185.78,170.28,34.46
2019-04-17,178.78,203.13,1864.82,354.74,1240.14,271.23,187.29,187.55,170.33,34.48
2019-04-18,178.28,203.86,1861.69,360.35,1241.47,273.26,186.3,186.94,171.02,34.4
2019-04-22,181.44,204.53,1887.31,377.34,1253.76,262.75,188.47,185.38,169.37,34.39
2019-04-23,183.78,207.48,1923.77,381.89,1270.59,263.9,190.67,187.29,173.29,39.77
2019-04-24,182.58,207.16,1901.75,374.23,1260.05,258.66,191.17,185.67,169.3,39.29
2019-04-25,193.26,205.28,1902.25,368.33,1267.34,247.63,186.91,187.88,167.93,38.48
2019-04-26,191.49,204.3,1950.63,374.85,1277.42,235.14,178.09,187.09,166.12,38.67
2019-04-29,194.78,204.61,1938.43,371.83,1296.2,241.47,179.33,186.94,165.85,39.78
2019-04-30,193.4,200.67,1926.52,370.54,1198.96,238.69,181.0,185.57,166.23,39.91
2019-05-01,193.03,210.52,1911.52,378.81,1173.32,234.01,180.47,189.31,165.42,39.29
2019-05-02,192.53,209.15,1900.82,379.06,1166.51,244.1,183.19,190.39,166.24,39.95
2019-05-03,195.47,211.75,1962.46,385.03,1189.55,255.03,183.01,195.21,167.04,40.8
2019-05-06,193.88,208.48,1950.55,378.67,1193.46,255.34,179.85,188.24,164.5,40.23
2019-05-07,189.77,202.86,1921.0,370.46,1178.86,247.06,173.11,181.43,162.13,38.62
2019-05-08,189.54,202.9,1917.77,364.37,1170.78,244.84,173.92,179.59,159.58,38.58
